code,label,count_for,count_against,count_abstentions,count_did_not_vote,group_voted,division,vote_id
SD,Progressive Alliance of Socialists and Democrats,143,0,0,3,1,0.0,115404
RENEW,Renew Europe,83,0,14,1,1,0.14432989690721654,115404
ID,Identity and Democracy,24,20,30,2,1,0.6756756756756757,115404
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,115404
ECR,European Conservatives and Reformists,24,12,25,1,1,0.6065573770491803,115404
GUE_NGL,The Left in the European Parliament,0,4,35,0,0,0.8974358974358975,115404
NI,Non-attached Members,7,3,17,2,1,0.7407407407407407,115404
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114358
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114358
RENEW,Renew Europe,98,0,0,0,1,0.0,114358
ID,Identity and Democracy,27,47,1,1,0,0.3733333333333333,114358
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114358
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114358
GUE_NGL,The Left in the European Parliament,34,2,2,1,1,0.10526315789473684,114358
NI,Non-attached Members,22,3,3,1,1,0.2142857142857143,114358
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114359
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114359
RENEW,Renew Europe,98,0,0,0,1,0.0,114359
ID,Identity and Democracy,24,50,1,1,0,0.33333333333333337,114359
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114359
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114359
GUE_NGL,The Left in the European Parliament,32,3,3,1,1,0.1578947368421053,114359
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,114359
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114360
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114360
RENEW,Renew Europe,98,0,0,0,1,0.0,114360
ID,Identity and Democracy,27,47,1,1,0,0.3733333333333333,114360
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114360
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114360
GUE_NGL,The Left in the European Parliament,33,3,2,1,1,0.13157894736842102,114360
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,114360
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114362
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114362
RENEW,Renew Europe,98,0,0,0,1,0.0,114362
ID,Identity and Democracy,24,43,8,1,0,0.42666666666666664,114362
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114362
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114362
GUE_NGL,The Left in the European Parliament,33,3,2,1,1,0.13157894736842102,114362
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,114362
EPP,European Peopleâs Party,168,13,2,4,1,0.08196721311475408,114514
SD,Progressive Alliance of Socialists and Democrats,135,3,4,4,1,0.04929577464788737,114514
RENEW,Renew Europe,69,23,6,0,1,0.29591836734693877,114514
ID,Identity and Democracy,0,46,29,1,0,0.3866666666666667,114514
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114514
ECR,European Conservatives and Reformists,35,18,9,0,1,0.4354838709677419,114514
GUE_NGL,The Left in the European Parliament,12,9,18,0,1,0.6923076923076923,114514
NI,Non-attached Members,20,7,1,1,1,0.2857142857142857,114514
EPP,European Peopleâs Party,186,0,0,1,1,0.0,114093
SD,Progressive Alliance of Socialists and Democrats,140,0,1,5,1,0.007092198581560294,114093
RENEW,Renew Europe,98,0,0,0,1,0.0,114093
ID,Identity and Democracy,0,61,13,2,0,0.17567567567567566,114093
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114093
ECR,European Conservatives and Reformists,43,11,7,1,1,0.29508196721311475,114093
GUE_NGL,The Left in the European Parliament,2,2,34,1,0,0.9473684210526316,114093
NI,Non-attached Members,7,20,1,1,0,0.2857142857142857,114093
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114363
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114363
RENEW,Renew Europe,98,0,0,0,1,0.0,114363
ID,Identity and Democracy,30,13,32,1,1,0.6,114363
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114363
ECR,European Conservatives and Reformists,56,3,3,0,1,0.09677419354838712,114363
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114363
NI,Non-attached Members,21,4,3,1,1,0.25,114363
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114364
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114364
RENEW,Renew Europe,98,0,0,0,1,0.0,114364
ID,Identity and Democracy,0,69,6,1,0,0.07999999999999996,114364
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114364
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114364
GUE_NGL,The Left in the European Parliament,29,9,0,1,1,0.23684210526315785,114364
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,114364
EPP,European Peopleâs Party,184,0,1,2,1,0.00540540540540535,114365
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114365
RENEW,Renew Europe,98,0,0,0,1,0.0,114365
ID,Identity and Democracy,1,71,3,1,0,0.053333333333333344,114365
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114365
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114365
GUE_NGL,The Left in the European Parliament,38,0,0,1,1,0.0,114365
NI,Non-attached Members,22,5,1,1,1,0.2142857142857143,114365
EPP,European Peopleâs Party,184,1,0,2,1,0.00540540540540535,114366
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114366
RENEW,Renew Europe,98,0,0,0,1,0.0,114366
ID,Identity and Democracy,0,73,2,1,0,0.026666666666666616,114366
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114366
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114366
GUE_NGL,The Left in the European Parliament,35,3,0,1,1,0.07894736842105265,114366
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114366
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114368
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114368
RENEW,Renew Europe,98,0,0,0,1,0.0,114368
ID,Identity and Democracy,26,47,2,1,0,0.3733333333333333,114368
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114368
ECR,European Conservatives and Reformists,55,6,0,1,1,0.09836065573770492,114368
GUE_NGL,The Left in the European Parliament,36,0,2,1,1,0.052631578947368474,114368
NI,Non-attached Members,22,3,3,1,1,0.2142857142857143,114368
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114367
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114367
RENEW,Renew Europe,98,0,0,0,1,0.0,114367
ID,Identity and Democracy,1,73,1,1,0,0.026666666666666616,114367
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114367
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114367
GUE_NGL,The Left in the European Parliament,36,0,2,1,1,0.052631578947368474,114367
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114367
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114361
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114361
RENEW,Renew Europe,98,0,0,0,1,0.0,114361
ID,Identity and Democracy,0,52,23,1,0,0.30666666666666664,114361
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114361
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114361
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114361
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114361
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114371
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114371
RENEW,Renew Europe,98,0,0,0,1,0.0,114371
ID,Identity and Democracy,0,65,10,1,0,0.1333333333333333,114371
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114371
ECR,European Conservatives and Reformists,54,6,2,0,1,0.12903225806451613,114371
GUE_NGL,The Left in the European Parliament,33,1,4,1,1,0.13157894736842102,114371
NI,Non-attached Members,22,5,1,1,1,0.2142857142857143,114371
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114369
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114369
RENEW,Renew Europe,98,0,0,0,1,0.0,114369
ID,Identity and Democracy,24,50,1,1,0,0.33333333333333337,114369
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114369
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114369
GUE_NGL,The Left in the European Parliament,38,0,0,1,1,0.0,114369
NI,Non-attached Members,23,4,1,1,1,0.1785714285714286,114369
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114370
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114370
RENEW,Renew Europe,98,0,0,0,1,0.0,114370
ID,Identity and Democracy,7,42,26,1,0,0.43999999999999995,114370
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114370
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114370
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114370
NI,Non-attached Members,23,4,1,1,1,0.1785714285714286,114370
EPP,European Peopleâs Party,184,0,0,3,1,0.0,114375
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114375
RENEW,Renew Europe,98,0,0,0,1,0.0,114375
ID,Identity and Democracy,24,46,5,1,0,0.3866666666666667,114375
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114375
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114375
GUE_NGL,The Left in the European Parliament,38,0,0,1,1,0.0,114375
NI,Non-attached Members,21,4,3,1,1,0.25,114375
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114373
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114373
RENEW,Renew Europe,98,0,0,0,1,0.0,114373
ID,Identity and Democracy,0,68,7,1,0,0.09333333333333338,114373
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114373
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114373
GUE_NGL,The Left in the European Parliament,36,0,2,1,1,0.052631578947368474,114373
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114373
EPP,European Peopleâs Party,175,8,1,3,1,0.048913043478260865,114372
SD,Progressive Alliance of Socialists and Democrats,140,0,1,5,1,0.007092198581560294,114372
RENEW,Renew Europe,98,0,0,0,1,0.0,114372
ID,Identity and Democracy,0,66,9,1,0,0.12,114372
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114372
ECR,European Conservatives and Reformists,48,10,4,0,1,0.22580645161290325,114372
GUE_NGL,The Left in the European Parliament,32,0,6,1,1,0.1578947368421053,114372
NI,Non-attached Members,20,5,3,1,1,0.2857142857142857,114372
EPP,European Peopleâs Party,184,0,1,2,1,0.00540540540540535,114374
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114374
RENEW,Renew Europe,98,0,0,0,1,0.0,114374
ID,Identity and Democracy,60,14,1,1,1,0.19999999999999996,114374
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114374
ECR,European Conservatives and Reformists,59,3,0,0,1,0.048387096774193505,114374
GUE_NGL,The Left in the European Parliament,36,0,2,1,1,0.052631578947368474,114374
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114374
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114376
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114376
RENEW,Renew Europe,98,0,0,0,1,0.0,114376
ID,Identity and Democracy,71,3,1,1,1,0.053333333333333344,114376
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114376
ECR,European Conservatives and Reformists,62,0,0,0,1,0.0,114376
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114376
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114376
EPP,European Peopleâs Party,184,0,0,3,1,0.0,114377
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114377
RENEW,Renew Europe,98,0,0,0,1,0.0,114377
ID,Identity and Democracy,6,67,2,1,0,0.10666666666666669,114377
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114377
ECR,European Conservatives and Reformists,56,3,3,0,1,0.09677419354838712,114377
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114377
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,114377
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114378
SD,Progressive Alliance of Socialists and Democrats,140,1,0,5,1,0.007092198581560294,114378
RENEW,Renew Europe,98,0,0,0,1,0.0,114378
ID,Identity and Democracy,40,25,10,1,1,0.4666666666666667,114378
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114378
ECR,European Conservatives and Reformists,56,3,3,0,1,0.09677419354838712,114378
GUE_NGL,The Left in the European Parliament,36,0,2,1,1,0.052631578947368474,114378
NI,Non-attached Members,20,1,7,1,1,0.2857142857142857,114378
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114379
SD,Progressive Alliance of Socialists and Democrats,10,131,0,5,0,0.07092198581560283,114379
RENEW,Renew Europe,98,0,0,0,1,0.0,114379
ID,Identity and Democracy,23,47,5,1,0,0.3733333333333333,114379
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114379
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114379
GUE_NGL,The Left in the European Parliament,31,5,2,1,1,0.1842105263157895,114379
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114379
EPP,European Peopleâs Party,184,0,1,2,1,0.00540540540540535,114381
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114381
RENEW,Renew Europe,98,0,0,0,1,0.0,114381
ID,Identity and Democracy,1,73,1,1,0,0.026666666666666616,114381
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114381
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114381
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114381
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114381
EPP,European Peopleâs Party,184,0,0,3,1,0.0,114380
SD,Progressive Alliance of Socialists and Democrats,10,131,0,5,0,0.07092198581560283,114380
RENEW,Renew Europe,96,2,0,0,1,0.020408163265306145,114380
ID,Identity and Democracy,0,74,1,1,0,0.013333333333333308,114380
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114380
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114380
GUE_NGL,The Left in the European Parliament,29,7,2,1,1,0.23684210526315785,114380
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114380
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114385
SD,Progressive Alliance of Socialists and Democrats,140,0,0,6,1,0.0,114385
RENEW,Renew Europe,98,0,0,0,1,0.0,114385
ID,Identity and Democracy,24,50,1,1,0,0.33333333333333337,114385
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114385
ECR,European Conservatives and Reformists,55,3,4,0,1,0.11290322580645162,114385
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114385
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114385
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114383
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114383
RENEW,Renew Europe,98,0,0,0,1,0.0,114383
ID,Identity and Democracy,4,68,3,1,0,0.09333333333333338,114383
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114383
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114383
GUE_NGL,The Left in the European Parliament,32,6,0,1,1,0.1578947368421053,114383
NI,Non-attached Members,23,4,1,1,1,0.1785714285714286,114383
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114384
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114384
RENEW,Renew Europe,98,0,0,0,1,0.0,114384
ID,Identity and Democracy,0,74,1,1,0,0.013333333333333308,114384
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114384
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114384
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114384
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114384
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114382
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114382
RENEW,Renew Europe,98,0,0,0,1,0.0,114382
ID,Identity and Democracy,0,74,1,1,0,0.013333333333333308,114382
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114382
ECR,European Conservatives and Reformists,55,6,1,0,1,0.11290322580645162,114382
GUE_NGL,The Left in the European Parliament,29,7,2,1,1,0.23684210526315785,114382
NI,Non-attached Members,7,4,17,1,1,0.75,114382
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114389
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114389
RENEW,Renew Europe,98,0,0,0,1,0.0,114389
ID,Identity and Democracy,0,73,2,1,0,0.026666666666666616,114389
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114389
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114389
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114389
NI,Non-attached Members,22,3,3,1,1,0.2142857142857143,114389
EPP,European Peopleâs Party,184,0,0,3,1,0.0,114386
SD,Progressive Alliance of Socialists and Democrats,139,0,1,6,1,0.0071428571428571175,114386
RENEW,Renew Europe,98,0,0,0,1,0.0,114386
ID,Identity and Democracy,27,42,6,1,0,0.43999999999999995,114386
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114386
ECR,European Conservatives and Reformists,56,3,3,0,1,0.09677419354838712,114386
GUE_NGL,The Left in the European Parliament,27,6,5,1,1,0.2894736842105263,114386
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114386
EPP,European Peopleâs Party,184,0,0,3,1,0.0,114387
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114387
RENEW,Renew Europe,98,0,0,0,1,0.0,114387
ID,Identity and Democracy,1,73,1,1,0,0.026666666666666616,114387
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114387
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114387
GUE_NGL,The Left in the European Parliament,36,2,0,1,1,0.052631578947368474,114387
NI,Non-attached Members,22,4,2,1,1,0.2142857142857143,114387
EPP,European Peopleâs Party,177,8,0,2,1,0.043243243243243246,114393
SD,Progressive Alliance of Socialists and Democrats,134,2,4,6,1,0.042857142857142816,114393
RENEW,Renew Europe,98,0,0,0,1,0.0,114393
ID,Identity and Democracy,0,75,0,1,0,0.0,114393
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114393
ECR,European Conservatives and Reformists,52,6,4,0,1,0.16129032258064513,114393
GUE_NGL,The Left in the European Parliament,35,0,3,1,1,0.07894736842105265,114393
NI,Non-attached Members,21,6,1,1,1,0.25,114393
EPP,European Peopleâs Party,185,0,0,2,1,0.0,114390
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,114390
RENEW,Renew Europe,98,0,0,0,1,0.0,114390
ID,Identity and Democracy,1,70,4,1,0,0.06666666666666665,114390
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,114390
ECR,European Conservatives and Reformists,56,6,0,0,1,0.09677419354838712,114390
GUE_NGL,The Left in the European Parliament,35,1,2,1,1,0.07894736842105265,114390
